Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'4597344141427,body_html,en,,,"<div style=""text-align: center;"" data-mce-fragment=""1"">
<br><meta charset=""utf-8"">
<div style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">The shirt is made of 100% Italian cotton.</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">The front part is slightly longer than the back part.<span data-mce-fragment=""1""> </span><br data-mce-fragment=""1"">The flounce gives the shirt a romantic touch.</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">
<br data-mce-fragment=""1"">Color: Mint</div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"">
<p style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">We love animals. For the production of this shirt we use 100% vegan leather, which is partly made of sugar cane. </p>
<p style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br data-mce-fragment=""1"">manufactured under equitable working conditions at a small factory in Poland.</p>
</div>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>",
PRODUCT,'4597344141427,handle,en,,,volant-shirt-mint,
PRODUCT,'4597344141427,product_type,en,,,Shirt,
PRODUCT,'4597345550451,title,en,,,Vegan Leather Dress,
PRODUCT,'4597345550451,body_html,en,,,"<div style=""text-align: center;"" data-mce-fragment=""1"">
<meta charset=""utf-8"">
<div style=""text-align: center;"" data-mce-fragment=""1"">The waisted, calf-length leather dress is made of 100% vegan and recycled materials.<br>The shoulder is accentuated by a yoke that can be closed with a small ribbon.<span> </span><br>zipper at the back.<br>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Color: Cognac</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<meta charset=""utf-8"">
<span>We love animals. For the production of this dress we use 100% vegan leather, which is partly made of sugar cane.</span>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<p style=""text-align: center;"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br>manufactured under equitable working conditions at a small factory in Poland.</p>
</div>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>",
PRODUCT,'4597345550451,handle,en,,,vegan-leather-dress-cognac,
PRODUCT,'4597345550451,product_type,en,,,Dress,
PRODUCT,'4597347352691,title,en,,,Vegan Leather Dress,
PRODUCT,'4597347352691,body_html,en,,,"<div style=""text-align: center;"" data-mce-fragment=""1"">The waisted, calf-length leather dress is made of 100% vegan and recycled materials.<br>The shoulder is accentuated by a yoke that can be closed with a small ribbon. <br>zipper at the back.<br>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Color: Green</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<meta charset=""utf-8""> <span>We love animals. For the production of this dress we use 100% vegan leather, which is partly made of sugar cane.</span>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<p style=""text-align: center;"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</p>
</div>",
PRODUCT,'4597347352691,handle,en,,,vegan-leather-dress,
PRODUCT,'4597347352691,product_type,en,,,Dress,
PRODUCT,'4597354856563,title,en,,,Coat Vest,
PRODUCT,'4597354856563,body_html,en,,,"<div style=""text-align: center;"" data-mce-fragment=""1"">This vest coat is a very extraordinary piece. <br>The slightly flared cut can be varied with a belt at waist height.<br>A special detail are the zippers on the sides, which reach up to the hem and make it possible to open the vest completely. <br>The outer material is made of pure new wool, the lining is made of the most beautiful silk.</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Color: camel</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</div>",
PRODUCT,'4597354856563,handle,en,,,long-vest-tobacco,
PRODUCT,'4597354856563,product_type,en,,,Vest Coat,
PRODUCT,'4597355413619,title,en,,,Coat Vest,
PRODUCT,'4597355413619,body_html,en,,,"<div style=""text-align: center;"">This vest coat is a very extraordinary piece. <br>The slightly flared cut can be varied with a belt at waist height.<br>A special detail are the zippers on the sides, which reach up to the hem and make it possible to open the vest completely. <br>The outer material is made of alpaca, the lining is made of the most beautiful silk.</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">Color: Mustard</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div data-mce-fragment=""1"" style=""text-align: center;"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br data-mce-fragment=""1""> manufactured under equitable working conditions at a small factory in Poland.</div>",
PRODUCT,'4597355413619,handle,en,,,long-vest-yellow-mustard,
PRODUCT,'4597355413619,product_type,en,,,Vest Coat,
PRODUCT,'4597355544691,title,en,,,Coat Vest,
PRODUCT,'4597355544691,body_html,en,,,"<div style=""text-align: center;"" data-mce-fragment=""1"">This vest coat is a very extraordinary piece. <br>The slightly flared cut can be varied with a belt at waist height.<br>A special detail are the zippers on the sides, which reach up to the hem and make it possible to open the vest completely. <br>The outer material is made of pure new wool, the lining is made of the most beautiful silk.</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Color: Black</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</div>",
PRODUCT,'4597355544691,handle,en,,,long-vest-black,
PRODUCT,'4597355544691,product_type,en,,,Vest Coat,
PRODUCT,'4597356167283,title,en,,,Blouse Top,
PRODUCT,'4597356167283,body_html,en,,,"<div style=""text-align: center;"">This blouse top is made of 100% Italian cotton.<br data-mce-fragment=""1"">It is waist-hugging and tapers to a peplum.<br data-mce-fragment=""1"">The slightly puffed sleeves complete the romantic look of this top.</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">Color: Mustard</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">
<p>All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</p>
</div>",
PRODUCT,'4597356167283,handle,en,,,top-yellow,
PRODUCT,'4597356167283,product_type,en,,,Top,
PRODUCT,'4597356298355,title,en,,,Blouse Top,
PRODUCT,'4597356298355,body_html,en,,,"<meta charset=""utf-8""><meta charset=""utf-8"">
<div style=""text-align: center;"" data-mce-fragment=""1"">This blouse top is made of 100% Italian cotton.<br>It is waist-hugging and tapers to a peplum.<br>The slightly puffed sleeves complete the romantic look of this top.</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Color: Mint</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<p>All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</p>
</div>
<br>",
PRODUCT,'4597356298355,handle,en,,,top-mint,
PRODUCT,'4597356298355,product_type,en,,,Top,
PRODUCT,'4597356691571,title,en,,,Blouse Top,
PRODUCT,'4597356691571,body_html,en,,,"<div style=""text-align: center;"">This blouse top is made of 100% Italian cotton.<br data-mce-fragment=""1"">It is waist-hugging and tapers to a peplum.<br data-mce-fragment=""1"">The slightly puffed sleeves complete the romantic look of this top.<br>
</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">Color: Black</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">
<p>All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</p>
</div>",
PRODUCT,'4597356691571,handle,en,,,top-black-1,
PRODUCT,'4597356691571,product_type,en,,,Top,
PRODUCT,'4597356986483,title,en,,,Draped Skirt,
PRODUCT,'4597356986483,body_html,en,,,"<div style=""text-align: center;"">Add urban flair with this striking pleated skirt, which has been crafted from 100% Virgin wool with a small drape detail.</div>
<div style=""text-align: center;"">The hand-made piece has been cut with a high-rise waist that falls through a voluminous skirt.</div>
<div style=""text-align: center;"">
<br data-mce-fragment=""1"">Color: Black</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">
<p>All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</p>
</div>
<div style=""text-align: center;""> </div>",
PRODUCT,'4597356986483,handle,en,,,skirt-black,
PRODUCT,'4597356986483,product_type,en,,,Skirt,
PRODUCT,'4597357084787,title,en,,,Draped Skirt,
PRODUCT,'4597357084787,body_html,en,,,"<meta charset=""utf-8"">
<div style=""text-align: center;"" data-mce-fragment=""1"">Add urban flair with this striking pleated skirt, which has been crafted from 100% Virgin wool with a small drape detail.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">The hand-made piece has been cut with a high-rise waist that falls through a voluminous skirt.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">
<br data-mce-fragment=""1"">Color: Black</div>
<div style=""text-align: center;"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"">
<p style=""text-align: center;"" data-mce-fragment=""1"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br data-mce-fragment=""1"">manufactured under equitable working conditions at a small factory in Poland.</p>
</div>
<p data-mce-fragment=""1""> </p>",
PRODUCT,'4597357084787,handle,en,,,skirt-cognac,
PRODUCT,'4597357084787,product_type,en,,,Skirt,
PRODUCT,'4597357805683,title,en,,,Blazer,
PRODUCT,'4597357805683,body_html,en,,,"<div style=""text-align: center;"" data-mce-fragment=""1"">The cut flatters the figure skilfully.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Tight-fitting up to the waist, from then on it charmingly falls over into a peplum.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Two buttons closure.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Flap pockets.<br>
</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Color: Multicolor</div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"" data-mce-fragment=""1""></div>
<div style=""text-align: center;"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</div>",
PRODUCT,'4597357805683,handle,en,,,blazer-multicolor,
PRODUCT,'4597357805683,product_type,en,,,Blazer,
PRODUCT,'4597357936755,title,en,,,Blazer,
PRODUCT,'4597357936755,body_html,en,,,"<div data-mce-fragment=""1"" style=""text-align: center;"">This blazer is made of 100% virgin wool.</div>
<div data-mce-fragment=""1"" style=""text-align: center;"">The cut flatters the figure skilfully.</div>
<div data-mce-fragment=""1"" style=""text-align: center;"">Tight-fitting up to the waist, from then on it charmingly falls over into a peplum.</div>
<div data-mce-fragment=""1"" style=""text-align: center;"">Two buttons closure.</div>
<div data-mce-fragment=""1"" style=""text-align: center;"">Flap pockets on the waist.</div>
<div data-mce-fragment=""1"" style=""text-align: center;""></div>
<div data-mce-fragment=""1"" style=""text-align: center;"">Color: Black</div>
<div data-mce-fragment=""1"" style=""text-align: center;""></div>
<div data-mce-fragment=""1"" style=""text-align: center;""></div>
<div style=""text-align: center;"">All Fassbender pieces are hand-made using only Italian or Japanese fabrics and yarns;<br> manufactured under equitable working conditions at a small factory in Poland.</div>
<p data-mce-fragment=""1""> </p>",
